"","date","Site","temperature_0","salinity_0","EKE_0","chla_0","productivity_0","o2_0","temp_sd_0","salinity_sd_0","EKE_mad_0","chla_sd_0","productivity_sd_0","o2_sd_0","temperature_11","salinity_11","EKE_11","chla_11","productivity_11","o2_11","temp_sd_11","salinity_sd_11","EKE_mad_11","chla_sd_11","productivity_sd_11","o2_sd_11","temperature_16","salinity_16","EKE_16","chla_16","productivity_16","o2_16","temp_sd_16","salinity_sd_16","EKE_mad_16","chla_sd_16","productivity_sd_16","o2_sd_16","temperature_67","salinity_67","EKE_67","chla_67","productivity_67","o2_67","temp_sd_67","salinity_sd_67","EKE_mad_67","chla_sd_67","productivity_sd_67","o2_sd_67","temperature_375","salinity_375","EKE_375","chla_375","productivity_375","o2_375","temp_sd_375","salinity_sd_375","EKE_mad_375","chla_sd_375","productivity_sd_375","o2_sd_375","temperature_455","salinity_455","EKE_455","chla_455","productivity_455","o2_455","temp_sd_455","salinity_sd_455","EKE_mad_455","chla_sd_455","productivity_sd_455","o2_sd_455","temperature_635","salinity_635","EKE_635","chla_635","productivity_635","o2_635","temp_sd_635","salinity_sd_635","EKE_mad_635","chla_sd_635","productivity_sd_635","o2_sd_635","temperature_768","salinity_768","EKE_768","chla_768","productivity_768","o2_768","temp_sd_768","salinity_sd_768","EKE_mad_768","chla_sd_768","productivity_sd_768","o2_sd_768","temperature_920","salinity_920","EKE_920","chla_920","productivity_920","o2_920","temp_sd_920","salinity_sd_920","EKE_mad_920","chla_sd_920","productivity_sd_920","o2_sd_920","temperature_1665","salinity_1665","EKE_1665","chla_1665","productivity_1665","o2_1665","temp_sd_1665","salinity_sd_1665","EKE_mad_1665","chla_sd_1665","productivity_sd_1665","o2_sd_1665","AAO","SSH","mixed_layer","ice_conc","ice_thickness","FSLE","fsle_orient","ice_diff","ssh_sd","mixed_layer_sd","fsle_sd","fsle_orient_sd","BW29","BW37","BW58","Gm","Pm","Oo","julian_day","ice_regime","bathymetry","X","chla_1mon","chla_2mon","chla_3mon","chla_4mon","chla_5mon","chla_6mon","productivity_1mon","productivity_2mon","productivity_3mon","productivity_4mon","productivity_5mon","productivity_6mon","salinity_1mon","salinity_2mon","salinity_3mon","salinity_4mon","salinity_5mon","salinity_6mon","temp_1mon","temp_2mon","temp_3mon","temp_4mon","temp_5mon","temp_6mon","EKE_1mon","EKE_2mon","EKE_3mon","EKE_4mon","EKE_5mon","EKE_6mon"
"1","2014-03-05","EI",1.01561503452914,33.9650083814348,57.6138516860896,0.942713091770808,10.264737089475,342.190424601237,0.0784039772684759,0.16629279645548,1.10246930978674,0.316360490087791,3.42638743012706,1.94685899753149,1.01338107500757,33.9688232149397,40.7986874870956,0.943489104509354,10.2948430379232,342.30881245931,0.0795458169222415,0.16331461284136,0.906195713352816,0.314297778903002,3.40466384160675,1.95671142269208,1.00909188130628,33.9758917214214,41.8335035170281,0.943141892552376,10.3055388530095,342.321673075358,0.0775347568526221,0.155739388476684,1.40321151829327,0.313304212674016,3.39324697159735,1.95318203992168,0.700147336066672,34.1539462118438,41.5975550888637,0.163586475575964,0.0363221934530884,319.424339294434,0.172221383318684,0.0462692274059474,3.6677691062653,0.0361139366511019,0.0266184356666486,11.9608478200614,1.28747499161042,34.6495996988737,40.1622189704678,0.0240448796086841,0,265.278338962131,0.511131329154511,0.028802807254731,3.40970455761109,0.00547249124587602,0,13.1783273831973,1.25287578218054,34.6711563639121,36.3520592265696,0.0171739740504159,0,250.939276801215,0.462521174065599,0.0257798828215528,3.13833624878746,0.00304538011001581,0,8.66366861618105,1.05494859457637,34.695222735405,29.7560444990836,0.01021817067845,0,231.228196885851,0.407557637721099,0.0212468024977311,3.84612794673733,0.00085797053086184,0,2.83635706101739,0.899945081832508,34.6965104738871,26.1026786388683,0.00705240370007232,0,219.801156997681,0.379945072309669,0.0175186863571379,4.55289962690436,0.000627780821877306,0,2.05306901975681,0.752500810930806,34.6966421065792,23.7213022820494,0.00616825325414538,0,216.040216445923,0.346075032013437,0.0150158924513728,3.37278532961438,0.000266260422482666,0,0.691502589454834,0.211072597982763,34.6886319027671,17.1576168628011,0.00404943469246583,0,212.529782976423,0.193151988387129,0.00658988109512095,0.00426528049303196,0.000105190639711514,0,1.07481495573105,0.0316630303859711,-1.64388605356216,29.1211990969522,0,0,-0.0362157895825468,-18.0376572328824,0,0.0241260361312777,13.9809573318098,0.0398854533333068,0.0398854533333068,0,0,0,0,0,0,64,"none",760,1,0.576604150235653,0.791340944667657,0.968687358001868,1.50660187502702,1.47311156988144,0.348994240164757,7.79022884368896,16.5085285107295,14.6315875053406,9.45473037163417,10.1453988552094,2.09346413612366,33.8724607467651,33.6657088688442,33.7540712084089,33.8248738425119,33.748490360805,33.7900162833078,1.62250261987959,1.47401525122779,-0.18491860495082,-1.4003993332386,-1.73519436120987,-1.78472851429667,23.2476896738529,58.6960188856902,4.73476621181493,106.025251506256,44.4783517282495,8.98038919192236
"2","2014-03-06","EI",1.05157804148538,33.9402663094657,33.7799695175709,0.963058317701022,10.1671494642893,342.392435709635,0.0979234732249179,0.170960002134119,2.21483421390733,0.340976620929468,3.47692147350092,2.02746437240338,1.04313400856086,33.9435796737671,15.3568843553276,0.963608046372732,10.1992709636688,342.513135274251,0.096943911244576,0.169023506447926,2.44731843696753,0.338658492537773,3.45331685467753,2.03208346767187,1.03400560004124,33.9501497019892,13.196548354532,0.963111574451129,10.2124222914378,342.525891621908,0.0950094118895955,0.161358005789965,1.54744570200817,0.337506757626381,3.44156577528496,2.02656386443406,0.698621411666726,34.1485593102195,16.3481700419613,0.162090544899305,0.0340532230523725,319.180905659993,0.180355859574084,0.050462308155763,1.76319802013187,0.0392217063683811,0.0266862847669995,12.2152384414496,1.29942650047059,34.6516982225271,22.6984731182896,0.0239264867785904,0,265.010542127821,0.58967303985414,0.0333514088713992,11.1872011396897,0.00562852264462228,0,13.3047320366076,1.27314490788054,34.6734981348019,23.2086983441078,0.0170513240413533,0,250.695753309462,0.525822042561593,0.0272251403143307,10.8242922422319,0.00311973659726422,0,8.67734057361575,1.08208718135332,34.6966214974721,23.6261761385245,0.0101862446301513,0,231.116960313585,0.468005285673249,0.02099855887367,16.2821180457403,0.000841860897954979,0,2.75735974380187,0.914555818929026,34.6966534058253,22.349204038499,0.00704022159334272,0,219.785385131836,0.440952862551967,0.018700336591852,19.2691124676488,0.000623793254275426,0,2.04754776721474,0.768031779716733,34.6975445080829,18.5585773534037,0.0061683232197538,0,216.110628128052,0.399203304878213,0.0145117706585626,19.2937006722947,0.000287245049227271,0,0.594138255100574,0.223542692257634,34.6892691020724,9.93057458887746,0.00404962331854871,0,212.603424072266,0.242229886334007,0.00817759560026926,1.93045681490669,0.000111308245986436,0,1.03937683580818,0.324866503477097,-1.64881479314395,26.2448294639587,0,0,-0.0361852816504625,-17.1020502998459,0,0.024451098663392,11.7277789762688,0.0405575479042201,0.0405575479042201,0,0,0,0,0,0,65,"none",760,2,0.564743486543496,0.759589033822219,0.983768664300442,1.52336804568768,1.47848145167033,0.392504843572776,8.10065368811289,15.1709209680557,15.4271881977717,9.71566277742386,12.3337123791377,2.54012253880501,33.8774854660034,33.6660031727382,33.7532209123884,33.8259528841291,33.7639125279018,33.7892752238682,1.61964086123875,1.33469389677048,-0.0751513739249536,-1.37961884566716,-1.69287477646555,-1.79243488226618,39.8099240657753,23.1492537623452,5.41612550353265,58.6473169199245,83.5406498377819,13.4365908264086
"3","2014-03-07","EI",1.04182083947318,33.918576676505,27.9596321157387,1.02279160916805,12.9921857515971,342.662022908529,0.152534274779933,0.176352014133189,3.7932763154514,0.333314323463234,4.01071210027114,1.83282313573055,1.04140229608331,33.9210399082729,11.4307826793863,1.02208162347476,13.0061738888423,342.75380452474,0.15263960252323,0.17448926998641,4.15486162007633,0.332400757152172,3.99902800121461,1.843522872767,1.03759882113208,33.9260559634886,7.06664633028841,1.02096383770307,13.0102023681005,342.756777445475,0.152494716430229,0.166532433608246,2.16803844892955,0.331853833972441,3.99185347445702,1.84455662341459,0.661194623645508,34.1439117951827,4.72461787608306,0.162300714602073,0.0432620588690042,319.009788513184,0.204113932171378,0.0603816959131725,0.993840627609273,0.0425932658802141,0.0330323016562115,12.316279025724,1.24317619018257,34.6492921389066,27.0705854125166,0.0239131155734261,0,264.945180257161,0.662163569072532,0.0378781984728542,10.0837582840452,0.00565814139311069,0,13.2012121876016,1.22766085374768,34.6703708006604,35.8615945450896,0.016982966930502,0,250.493209838867,0.590119918413449,0.030996457062268,13.3308490472662,0.00315203394990775,0,8.57868859087752,1.07515184627846,34.6974798440933,40.2475719435548,0.0101207857951522,0,230.885094536675,0.509447513324497,0.020075226777964,13.7174804411289,0.000819716713068492,0,2.65338682607454,0.896382043526197,34.6973209381104,37.6369526640252,0.00701490842038766,0,219.703868865967,0.476861742704212,0.0186024054551604,11.0421314349024,0.000627809766791543,0,2.07458894535074,0.749830939116017,34.6987750555879,37.5254855391355,0.00616160267964005,0,216.149749755859,0.423735893899443,0.0144831774311889,15.2005326605204,0.000299866468889322,0,0.50619475992171,0.201003806972051,34.6891532125352,26.7758498771695,0.00405151347097542,0,212.669252668108,0.269637707070365,0.00838084600146899,5.03845276497756,0.000115750776244099,0,0.992600631966483,0.249958038330078,-1.66432691131319,27.3173369748252,0,0,-0.0366370276696197,-15.4604436734596,0,0.0316254764834929,11.8869876564795,0.0423128214371932,0.0423128214371932,0,0,0,0,0,0,66,"none",760,3,0.563060847421487,0.714297294616699,0.981121075650056,1.54110642274221,1.56768266359965,0.41181106120348,9.38263523578644,14.9459941387177,14.858963449796,12.0094621976217,10.8092850446701,1.6870417992274,33.8777906962803,33.664531816755,33.7524797167097,33.825233568464,33.7666591644287,33.7879780360631,1.76881881952286,1.32657945837293,-0.0481451087764332,-1.37663675120899,-1.64974427563804,-1.79768231255668,65.0674548505714,36.5706852830228,14.7991541692336,50.8728042971123,33.4685708281337,0.905117325889492
"4","2014-03-08","EI",1.04004727985178,33.9009630203247,14.978089477826,1.03117580711842,9.05664179722468,342.607368469238,0.205540154504982,0.17806664670518,1.54536821023049,0.356179285002755,3.22474909831116,1.8671699007048,1.03700763710908,33.9046469824655,5.6745382162647,1.03202902277311,9.08400642871857,342.711135864258,0.205640920143228,0.176170770358587,1.85549075594357,0.354396206077711,3.20917552922372,1.87770695923876,1.03281670333683,33.9100004279095,4.10337090558748,1.0310781399409,9.09203630685806,342.712018330892,0.206930075409399,0.169080802303093,1.64126952790494,0.353189169694588,3.19687664481134,1.88047377531243,0.623878809200092,34.1393805417148,2.11377330222528,0.162773211797078,0.0240571731701493,318.863942464193,0.243221713250723,0.0701033974506003,2.47573728170149,0.0431590487436499,0.0185039479312312,12.3584200374925,1.1605226765745,34.6454775516803,28.0816812334037,0.0240254649478528,0,265.100272284614,0.685048857046343,0.0363559138260469,2.42637125096685,0.00557381053852601,0,12.8563053179919,1.13780952458925,34.6659290955798,34.3336196512736,0.0169918253603909,0,250.414271036784,0.621098829969576,0.0294972497396492,4.31598608759806,0.00310740656130312,0,8.36050084385463,1.01867734563227,34.6980994939804,38.6222240395182,0.0100774314875404,0,230.69556511773,0.527965768415222,0.0188141163427356,4.91435503173195,0.000798195816103359,0,2.52792356993987,0.841799694656705,34.6987988948822,38.390738827748,0.00697841728106141,0,219.573936462402,0.480967260690324,0.0158185080340966,2.41676453738762,0.000607822611208967,0,2.01504324580332,0.690117041670507,34.6994311424994,40.274751983901,0.00615295412717387,0,216.166139602661,0.43160293072591,0.0138977183727769,4.08568906625512,0.000304644803896081,0,0.491923197281893,0.171715311140199,34.6896748603145,41.5336337086934,0.00405280637953963,0,212.716812133789,0.275003492468123,0.00829408422688054,4.61028403501639,0.000117038776203676,0,0.953794193678253,0.118911109864712,-1.66933849368777,26.8279510157449,0,0,-0.0359846895571809,-17.0546984940812,0,0.0389128491556438,12.4473902891006,0.0412989270254197,0.0412989270254197,0,1,0,0,0,0,67,"none",760,4,0.5727815280358,0.675507172942162,0.986424016455809,1.56675272683303,1.72937165697416,0.415494613349438,10.8318359851837,13.3628353277842,14.8711975812912,13.0435433586438,17.0082553227743,2.33756769696871,33.8936713354928,33.6626243863787,33.7526542118617,33.8246667861938,33.7635201045445,33.7853404453823,1.63066413998604,1.26801531144551,-0.00318349727562487,-1.376490265131,-1.60365260669163,-1.80137069310461,132.837136283702,17.7303325543877,17.8773651001188,60.304347003781,59.856104466134,32.6688101995544
"5","2014-03-09","EI",1.02545071116516,33.9030120032174,47.0317675243389,0.968968143065771,9.60905142625173,342.26904296875,0.248021803531648,0.164406423007458,9.86328912367101,0.404655376040842,4.04835483847507,2.03584535327249,1.02074214390346,33.9050392968314,25.0428349186899,0.970588773488998,9.64885588486989,342.358899434408,0.248491965041496,0.163401737733844,9.73387089726937,0.402582273241691,4.02716729151629,2.03965336683032,1.01415529566399,33.9074018450751,19.4108604025591,0.970231207708518,9.18956661224365,342.363622029622,0.250975167550884,0.157891713488599,9.64914422719911,0.400842789293064,3.30954495451732,2.03193553200475,0.57509913572082,34.134710225192,4.71014942344256,0.163752850145102,0.0338140991904462,318.679306030273,0.293394027544992,0.0802850632748985,5.26863583026635,0.0424807460896764,0.0285034359194756,12.2529822636477,1.12263277710344,34.6459617981544,24.7972261478148,0.0241225955800878,0,265.196477254232,0.668332487504092,0.0355282338304048,56.9119383422556,0.00541067279057884,0,12.3855849303967,1.09944684692834,34.6663070905327,31.0129780003659,0.0170492063172989,0,250.455093383789,0.601267804836767,0.0278641041417586,46.6507868770741,0.00292913772941794,0,7.86589458341202,0.969794319632153,34.69717725118,35.3975250431205,0.0100435198595126,0,230.496651543511,0.523021637817517,0.018680270614495,44.8406266817823,0.00076714558894503,0,2.36793606018301,0.805154593971868,34.6994185845057,33.229155054275,0.00693564326502383,0,219.396404266357,0.469491718051482,0.0147799496173253,28.4532230080096,0.000562970463899036,0,1.84742864230999,0.654613184832758,34.7001364102928,34.1403587535196,0.00613571604480967,0,216.132905960083,0.420375423576577,0.0129666628663721,18.6349378362416,0.000293995204213912,0,0.498595575832055,0.163287566149537,34.6906409927561,38.3437150937697,0.00405165805880513,0,212.741917201451,0.285285587853512,0.00700864554477667,6.71117403804283,0.000116249884610566,0,0.935424493877911,0.0905838534235954,-1.66731772763389,27.6715699127742,0,0,-0.0355163657724544,-16.5731659002222,0,0.0359132512512562,11.391659295484,0.0416736771860522,0.0416736771860522,1,1,0,0,0,0,68,"none",760,5,0.581587113440037,0.654191888868809,0.997781423230966,1.56964393953482,1.85307182868322,0.401219924290975,10.4303698937098,12.8000240325928,15.2263742287954,11.3050086299578,17.9244031111399,2.20755381882191,33.914162499564,33.6607496806553,33.7518476486206,33.8262690680368,33.764817237854,33.7945175988334,1.54515128050532,1.232549313988,0.0697156302630901,-1.38237597686904,-1.57299981968743,-1.79344460708754,96.5643429811992,51.905803015076,11.7449800845339,81.7536536323638,89.7633017568699,82.0459568544621
"6","2014-03-10","EI",1.03786040714809,33.9012135914394,14.8758099845742,0.929270734389623,8.63053663571676,342.166865030924,0.225207306708088,0.155940444553804,16.7773086392741,0.429287559496579,3.89273774819645,2.1492852484343,1.0315404638648,33.9057586397443,11.6056544517964,0.929990445574125,8.65700449546178,342.260187784831,0.227155844849408,0.153431382921884,10.9608874142337,0.427861828156905,3.88434818604861,2.16463737426583,1.02101267571898,33.9114045958588,13.1849684609565,0.928014929095904,7.95777916908264,342.250366210938,0.231649050777866,0.145392683001873,11.4785599002828,0.425070986609641,3.05527943741246,2.15191779325853,0.560600067291296,34.1364787708629,20.8648815446542,0.163963976005713,0.0351426985192423,318.332578023275,0.280912919911905,0.0810767687456141,19.5977200952169,0.0426353494097586,0.0314359032863145,12.1161732483407,1.15099386505496,34.6487201543955,41.4405785518803,0.024157119087047,0,265.140816582574,0.665226574658247,0.0375342141746057,57.9663530640506,0.00526159494089198,0,11.9640250103754,1.13376294880515,34.6694042470195,46.9119725899564,0.0171178151956863,0,250.489774915907,0.587276818403992,0.0289338326969456,45.3980650928075,0.00275149528296317,0,7.35617496803304,0.971526252105832,34.6957147121429,45.9453386390831,0.0100326648809844,0,230.334399753147,0.506643772305201,0.0187721543937147,27.8718916756456,0.000745670374951749,0,2.23338347844038,0.810724219074473,34.6978767315547,38.9886891841452,0.00689751491881907,0,219.237745285034,0.460672107736259,0.0141138722163729,22.7464079054107,0.000514882736667945,0,1.68101254492535,0.674680584220476,34.6998739345099,37.0066088965135,0.00611310946987942,0,216.077104568481,0.413611357161851,0.0122474859623505,17.9265801535353,0.000282597960221231,0,0.516015559334815,0.198806474574759,34.6920517064348,26.5511291265474,0.00405033980496228,0,212.748755318778,0.295191737468811,0.00635476827210083,4.53931242265248,0.000116183556163106,0,0.936704608477401,-0.148034259676933,-1.67485579507692,24.9761314255851,0,0,-0.0347345846847774,-15.0470189605015,0,0.0297052337381594,12.0511673357909,0.0409284731810776,0.0409284731810776,0,1,0,0,0,0,69,"none",760,6,0.5797120804588,0.663402445614338,1.01697819679976,1.54008502264818,1.83312317728996,0.356998160481453,9.87112657229106,13.3045351902644,15.423108736674,9.988194723924,13.94704524676,1.1059149056673,33.9253997257778,33.6633764539446,33.7486867087228,33.8230864933559,33.7655148369925,33.8024416514805,1.52356510077204,1.24782078095845,0.244905825651118,-1.35250794972692,-1.56829124774252,-1.78246316569192,56.3382664456656,46.9711061571738,6.13385231604406,25.8121195508007,141.82897160159,107.25614371871
"7","2014-03-11","EI",1.05691965435232,33.906903048924,75.9926216310082,0.860153925915559,5.18276743094126,341.750760396322,0.215336892407762,0.144457575756804,2.63530427468824,0.444404161308184,2.44679247693048,2.30178431812471,1.05393756202289,33.9105653762817,43.202294434964,0.861508416632811,5.20586331685384,341.841295878092,0.21684452111499,0.142916091061757,3.35748849476503,0.442913921084709,2.44076335594277,2.31610106648579,1.04525233351666,33.9160266544508,38.7110164107386,0.86102390786012,5.2156832019488,341.84944152832,0.221651726635383,0.135433857712733,2.89765644755647,0.441243986437021,2.43714982338499,2.30988639706452,0.587123428725383,34.1410911444462,40.7637279696368,0.164524778723717,0.0235706768580712,318.144892374674,0.24404195477901,0.0725416627286767,3.3659491614635,0.0417184778258741,0.0206388623669591,12.0534736491325,1.2008211980932,34.6514492768508,66.415520288252,0.0242196867863337,0,265.026816474067,0.687562112573449,0.0402098765132942,15.4048340236793,0.00523700051508328,0,11.7258574030671,1.20225010768022,34.6735743532086,68.6209225621905,0.017256991006434,0,250.620266384549,0.594606929060851,0.0301991267880369,6.77597979782399,0.00264982769047871,0,7.00308567620403,1.01668601591761,34.6954449017843,66.5148832293212,0.0100670530357295,0,230.301762898763,0.52147932003532,0.0195438500430449,2.3250234525659,0.00074808044228977,0,2.16502267968333,0.85993532037052,34.6970027287801,57.9606207586088,0.00688897247891873,0,219.188058853149,0.474011083410695,0.0139277140844495,1.6778621000526,0.000484408231966216,0,1.58485909872864,0.736190148979746,34.6994804054178,54.2415661724338,0.00610156625043601,0,216.063936233521,0.419754150659526,0.0121666031121281,3.53065221863978,0.000276911495722858,0,0.562872684459232,0.263178124740908,34.6935007602354,31.8552929349264,0.00405188004619309,0,212.753474644252,0.307610925994545,0.00603749695176532,14.3671675811093,0.000117975840914622,0,0.93411317801448,-0.343571603298187,-1.66122056245804,24.1107136317662,0,0,-0.0350567201102102,-15.4257881529741,0,0.025432236443834,11.6924023669043,0.0408527913966987,0.0408527913966987,0,0,0,0,0,0,70,"none",760,7,0.595963083207607,0.690312817692757,1.02808392296235,1.54629976550738,1.79077406724294,0.338786905010541,10.2495055993398,14.3255767027537,17.2929124832153,15.9944409529368,14.388748884201,1.18388457596302,33.9406697681972,33.6693278176444,33.7431824820382,33.818835748945,33.7695697784424,33.8076301302229,1.50557313305991,1.30584082518305,0.383217456404652,-1.27618202354227,-1.55989952938897,-1.7748038981642,165.255733906129,58.1216134976206,4.41608749642364,30.1787124392516,199.083154502238,119.916858349313
"8","2014-03-12","EI",1.02628779028143,33.9068922587803,7.9580202567897,0.838737736145655,8.42615077892939,341.500910441081,0.211175012871454,0.138053908176074,10.6461338261461,0.443066987437773,3.71275887233408,2.31909866575256,1.03399938089507,33.9125381197248,4.81901001506229,0.83787385871013,8.44237055381139,341.559364318848,0.210335819886024,0.136048566056343,12.6666109903585,0.441620959239487,3.71287113157796,2.33324762682404,1.0307202136171,33.9184260990309,6.86673044016389,0.835624371965726,8.45030498504639,341.544906616211,0.213868762900948,0.128449569611173,13.8024664783296,0.438985068310354,3.71291675875952,2.31823185063967,0.609080108108394,34.1454839417429,32.7378710264088,0.163586021711429,0.0552843063293646,317.961705525716,0.199061124289543,0.0646361942040746,15.6457638415522,0.0401245684779877,0.0497999238082699,12.0056725055706,1.2334149674011,34.6567314221309,71.1216204649466,0.0242206979956892,0,264.783123440213,0.684573270558696,0.0392304993872039,8.45553510069751,0.00527645289067958,0,11.6069028274465,1.23012650344927,34.677336249021,70.1506199600857,0.0173501933200492,0,250.65180460612,0.601370287999389,0.0291480324956046,4.04383728279982,0.0026115779715305,0,6.74628852082713,1.03639333982331,34.695619781812,68.6953520760478,0.0101121079383625,0,230.30377875434,0.534031637437221,0.0201444987967095,4.93322779463979,0.000782289173582285,0,2.17325776309714,0.885769245680422,34.6966849565506,63.3986670325128,0.00689887523185462,0,219.192394256592,0.479988799950713,0.0143669490100222,10.3155466325597,0.000478672141515594,0,1.58169329323738,0.767511978024437,34.6993000071536,56.8148559536714,0.00609598023584113,0,216.060901641846,0.426128323237884,0.0123140855156726,18.3910830534586,0.000266228022688456,0,0.592056034821807,0.302424155175686,34.6942925754982,36.9909584761842,0.00405554300440209,0,212.774329049247,0.307675533959694,0.0061469055587087,56.4972010908509,0.000121693874008017,0,0.919786625782564,-0.132051408290863,-1.65884230051722,23.6845443793706,0,0,-0.036154068852621,-17.5361015561677,0,0.0244955405823459,11.6350159469562,0.0408741043471176,0.0408741043471176,0,1,0,0,0,0,71,"none",760,8,0.615042932331562,0.725733337303003,1.04684489965439,1.55462185541789,1.8024375240008,0.340784216920535,10.1645957628886,14.8525394598643,15.2667456467946,20.4140021006266,8.67927352587382,0.992451161146164,33.9432637895857,33.6742436272757,33.7352805001395,33.8146940503802,33.7646539960589,33.8160997663225,1.52269663214684,1.35288467492376,0.349232042900154,-1.10784541581358,-1.53397100312369,-1.76576344881739,88.1370959582298,94.9993821633797,11.0318238936087,9.80681890145216,119.875814283676,116.129355017964
"9","2014-03-13","EI",0.903702784010342,33.9031647273472,18.1037864707304,0.857491669555505,9.05209579070409,341.47715250651,0.154398477629262,0.132322561627795,11.8361455450406,0.427205338395085,4.00140791220095,2.2539876937476,0.906282035793577,33.9038731711251,3.1333573906175,0.855019795397917,9.0476682583491,341.472732543945,0.154096764233944,0.132095628674524,12.8810417215144,0.42574931133782,3.99747394450012,2.26588840719118,0.909277779900509,33.903476604517,1.37928932385834,0.848699900011222,9.01875297228495,341.361735026042,0.154956424856852,0.127456786799082,14.3119176762842,0.420058267258093,3.94845098879472,2.30176145035371,0.602338289334015,34.1409062761249,11.497359747866,0.158993883058429,0.0583629010555645,317.406234741211,0.210849431954486,0.0697467279301489,17.9109568336105,0.038539588448273,0.0511647489055562,12.2538917369038,1.16853026687526,34.6534445469196,34.0506185147815,0.0240184781658981,0,264.261901855469,0.673863819132638,0.0320727465682587,17.2261849116215,0.0053744187875817,0,11.5482616931697,1.16689698678432,34.6749036052439,35.1750125301339,0.01728063242303,0,250.31455485026,0.60291081473501,0.0246662243297065,8.85737490970865,0.00269083042982215,0,6.70206737940016,0.97206032796142,34.6939827203751,36.878671169188,0.0101213409668869,0,230.219696044922,0.535560749777884,0.0166752751903662,2.82386790684938,0.000835231773907179,0,2.18061696162961,0.825403626387318,34.6951749722163,35.1552664661515,0.00690266629680991,0,219.158456802368,0.483995626596955,0.0130479753660048,10.8173262319818,0.00048400159172851,0,1.60461734752024,0.71173596125777,34.6976264215285,31.5374976954265,0.00608345272485167,0,216.032026290894,0.431114077736659,0.0117882044264731,25.2494326515416,0.000255456651439878,0,0.614445163898381,0.260804633645317,34.6937711691555,23.10557808589,0.00405941847046571,0,212.813583374023,0.308104213540359,0.00562402635026224,54.603535537109,0.000126533091424712,0,0.905551504236855,0.158707991242409,-1.66902894462858,27.2148821490152,0,0,-0.0377478400530579,-16.2277542652042,0,0.0329060891134558,10.6486976313035,0.0413258914578764,0.0413258914578764,0,0,0,0,0,0,72,"none",760,9,0.608241925636927,0.727457587917646,1.05323474357525,1.53529551625252,1.75389245152473,0.347916141152382,11.5858827431997,12.1081945498784,16.6702938874563,16.5412680308024,10.2598510980606,1.17875729501247,33.9438085283552,33.6731209346226,33.7291770117623,33.8085684912545,33.7631064551217,33.8241987228394,1.50818900210517,1.31754946964128,0.364597677652325,-1.06331803372928,-1.50462091394833,-1.75430069140026,60.8791284880883,110.750677276863,15.9628095896945,21.4898499345281,205.771484209371,127.226040673246
"10","2014-03-14","EI",0.799282397968428,33.8944016047886,1.40243266629934,0.865762961407503,10.9693517684937,341.798446655273,0.122768109017498,0.134502875749605,23.0693122783406,0.444563054448165,5.50391686930971,2.47373323776119,0.7924915935312,33.8957640511649,2.11841973135301,0.860962217052778,10.5521483421326,341.735399881999,0.12377814920014,0.135035075343942,20.6776756280932,0.443825060724375,4.87696648688784,2.49989356515617,0.794549412701441,33.8954157069109,3.04428993920082,0.845197163522243,9.87150184313456,341.421709696452,0.127069250867049,0.13340109962382,19.8982884860467,0.431120006485251,4.52261878937336,2.77018610256171,0.502703679499753,34.1309879765366,5.59714697436924,0.156739725420872,0.0787733430818965,317.01468149821,0.28414489466109,0.0853027918497723,17.610267684836,0.0370527234156009,0.0669362423191075,12.5111061015846,1.06362876195747,34.646210707151,12.6829856860799,0.0238645727642708,0,263.886306762695,0.639797359673961,0.0277618348781371,6.53974842939774,0.00555358568171754,0,11.5741215406371,1.0600253943317,34.6687994475412,14.7586877015063,0.0172313401061628,0,250.065377129449,0.586080659972748,0.0225872937797298,2.29907766096306,0.00280289521796659,0,6.70981266022575,0.873874649327869,34.6925996541977,14.4345184932084,0.0101642549658815,0,230.302276611328,0.52254447405124,0.0160825786251161,1.596052174477,0.000899386231418317,0,2.240340867885,0.729865429457277,34.6945231755575,13.332381579,0.00692868739133701,0,219.233734130859,0.474146553580165,0.0127367658000504,7.99001262222507,0.000482878384555671,0,1.61421992779447,0.616738730861295,34.6958050881663,16.3141759176938,0.00607622368261218,0,216.032402038574,0.421170591734818,0.0114453300583732,17.8142124958696,0.000242239078918389,0,0.632387822787504,0.184111232150205,34.6925927174242,20.7682470563407,0.00406442572628813,0,212.859791346959,0.28449713202219,0.00571442962747242,39.560267521589,0.0001309898064373,0,0.894038984364929,0.283996254205704,-1.67547488638333,26.8584695952279,0,0,-0.0381678803446325,-12.3564794624711,0,0.0417702683131368,8.66010914374761,0.0413404692117536,0.0413404692117536,1,0,0,0,0,0,73,"none",760,10,0.590373421708743,0.7074894135197,1.04104279230038,1.52916343510151,1.76624155044556,0.364424794912338,10.7298829555511,11.7274552981059,18.1609052817027,14.7061359882355,12.4478188355764,2.03596724073092,33.9455089296613,33.6691316332136,33.7237817491804,33.8056909833636,33.7771777561733,33.82715247018,1.44386994072369,1.34195032034601,0.484237210452557,-1.12731796290193,-1.51432580181531,-1.75529995475497,78.5850023564998,120.08273089217,6.00596565190325,65.2087260078379,194.31543106124,47.4562561469521
