"date","chla_mean","o2_mean","productivity_mean","temp_mean","zos_mean","salinity_mean","mixed_layer_mean","siconc_mean","sithick_mean","u_mean","v_mean","EKE_mean","EKE_mad","yday","chla_clim","chla_anom","o2_clim","o2_anom","productivity_clim","productivity_anom","temp_clim","temp_anom","mixed_layer_clim","mixed_layer_anom","salinity_clim","salinity_anom","siconc_clim","siconc_anom","sithick_clim","sithick_anom","zos_clim","zos_anom","EKE_clim","EKE_anom","EKE_mad_clim","EKE_mad_anom","chla_STL","o2_STL","productivity_STL","temp_STL","mixed_layer_STL","salinity_STL","siconc_STL","sithick_STL","zos_STL","EKE_STL","EKE_mad_STL"
2010-01-01,0.990285423834149,360.736763558737,22.155993601171,1.32137746688647,-1.59173054685477,33.9702350189168,11.3608346571002,NA,NA,0.0552776284093558,0.0589480866073516,203.266702680352,106.022664073879,1,1.0863542305129,-0.0960688066787463,357.636749498971,3.10001405976561,18.9630458316835,3.19294776948747,1.37132547912764,-0.0499480122411695,19.3131971301764,-7.95236247307617,33.8260996799534,0.144135338963366,0.0906396111868199,NA,0.465498689138571,NA,-1.58566259379215,-0.00606795306261443,181.821075712024,21.4456269683284,101.81667697149,4.20598710238836,0.64603217681714,355.102405440021,9.3318224618192,-0.334077457316483,36.4653817065714,33.9723050582788,NA,NA,-1.59682227462905,188.091724260445,107.813394078873
2010-01-02,0.961140735120308,361.582433560999,22.0441076639222,1.55167829572109,-1.59404929253736,33.9715344664539,10.6934223059218,NA,NA,0.0550799378710478,0.0401740551407118,180.933537457535,84.2961704181007,2,1.07916079461282,-0.118020059492516,357.16191888259,4.42051467840895,18.8893553271364,3.1547523367858,1.39408046044015,0.157597835280942,19.3148430437949,-8.62142073787309,33.8234101557188,0.148124310735049,0.0943432765225913,NA,0.475470847243622,NA,-1.58588856540247,-0.00816072713489202,180.825728310137,0.107809147398427,100.712216638936,-16.4160462208352,0.607757437132222,356.228485208124,8.26286554350333,-0.165882737021068,35.631315145415,33.9753365311825,NA,NA,-1.59843776157317,171.067041905544,93.5892597789813
2010-01-03,0.945939716042542,361.283841016816,19.9992841743841,1.34460909743058,-1.58914573826449,33.9721275926762,11.4738891050722,NA,NA,0.0621580901918945,0.0021877775720337,171.299978747174,75.2073293197169,3,1.07180909978953,-0.125869383746988,356.669763566436,4.61407745038025,18.787833340233,1.21145083415114,1.41357747413932,-0.0689683767087412,19.394643404873,-7.92075429980074,33.8206931435758,0.151434449100442,0.0977738478908536,NA,0.484046552931141,NA,-1.58608787484638,-0.00305786341810355,179.955414003854,-8.65543525668028,99.7605961907374,-24.5532668710205,0.588112654580566,356.452686220544,5.98285376301886,-0.428617704676382,37.3779075770796,33.9781167937322,NA,NA,-1.59602335973045,166.209687852778,90.6577998791455
2010-01-04,0.966262994016089,358.066039294731,11.2577856953551,1.0176345273229,-1.60116657039575,33.9633653874983,19.9354656299277,NA,NA,0.0747971186180588,-0.0247088725478784,182.947020814066,81.382557952528,4,1.06431710992745,-0.0980541159113623,356.162162641718,1.9038766530129,18.6608459475657,-7.40306025221056,1.43013939053914,-0.412504863216241,19.544749081068,0.390716548859682,33.8179571567225,0.145408230775786,0.100937127921966,NA,0.491285745493474,NA,-1.58626017750401,-0.0149063928917463,179.203004188127,3.74401662593812,98.9526144848625,-17.5700565323345,0.611335951445338,354.078919958867,0.426140967071941,-0.732076684347773,45.5505087699146,33.9738822199968,NA,NA,-1.60728833213339,178.244278068807,98.312449790031
2010-01-05,0.887173686812564,354.12600856874,14.081732883686,0.852825680443472,-1.61007789465097,33.960420539022,26.4994166215904,NA,NA,0.00469021307110947,-0.0120237161695716,134.081891280662,77.0852972047809,5,1.05670278891103,-0.169529102098465,355.640995199651,-1.51498663091058,18.5107592257267,-4.42902634204077,1.44408907995356,-0.591263399510089,19.7573109400373,6.74210568155309,33.8152107083571,0.145209830664825,0.103838919246287,NA,0.497248364222968,NA,-1.58640512875546,-0.0236727658955118,178.561370257908,-44.479478977246,98.2790703792786,-21.1937731744977,0.550785089520596,351.255568523586,2.67664596970696,-0.87436305370354,50.4768627068533,33.9729782777859,NA,NA,-1.61434526140772,154.223463167832,102.195347264972
2010-01-06,0.828008135280958,351.967446303949,14.7646774257102,0.764672410250836,-1.61024057623828,33.9637420952883,31.3216295975905,NA,NA,0.00133523632057122,0.0158935126304305,118.329219346581,68.932687273066,6,1.0489841006247,-0.220975965343743,355.108140331446,-3.14069402749703,18.3399392513086,-3.57526182559838,1.45574941269657,-0.691077002445729,20.0244798494383,11.2971497481522,33.8124623116779,0.151279783610384,0.106485024494176,NA,0.50199434841197,NA,-1.58652238398086,-0.0237181922574212,178.023383608148,-59.6941642615673,97.7307627319536,-28.7980754588876,0.511310343878412,350.294132915933,3.59683391620447,-0.954698790112843,53.4969128899859,33.9801165153571,NA,NA,-1.61190555851368,145.834499558058,99.6083287369572
2010-01-07,0.792540018878332,351.213789777058,14.8011899052597,0.835153115423102,-1.60618050169205,33.9593311314962,25.9219948540815,NA,NA,0.0122164646251562,0.0554390759452393,122.921613345077,67.717527721778,7,1.04117900895291,-0.248638990074577,354.565477128316,-3.35168735125831,18.1507521009034,-3.34956219564376,1.46544325908212,-0.630290143659017,20.3384066769283,5.58358817715322,33.8097204798831,0.149610651613173,0.108881246295993,NA,0.505583637352825,NA,-1.58661159856033,-0.0195689031317143,177.581915633799,-54.6603022887217,97.298490400855,-29.580962679077,0.504592891859825,350.665627644523,4.01250330918348,-0.854145026336733,44.987500521231,33.9758458029825,NA,NA,-1.6054761386552,159.262068186529,103.337962898252
2010-01-08,0.764328474315201,350.708688875524,14.75339198694,0.900537352973794,-1.60081361083367,33.9524841360074,24.8538469824231,NA,NA,0.00303784761371722,0.0191356407656924,103.977375008004,59.9294596885229,8,1.03330547778009,-0.268977003464891,354.014884681473,-3.3061958059493,17.9455638511037,-3.19217186416376,1.47349348942419,-0.572956136450401,20.6912422901645,4.16260469225859,33.8069937261707,0.145490409836675,0.111033387282097,NA,0.508076170337881,NA,-1.58667242787399,-0.0141411829596767,177.229837729812,-73.252462721808,96.9730522439505,-37.0435925554275,0.500226006380022,351.109449564934,3.55358683481903,-0.799341277060353,42.4175187689603,33.9701981268338,NA,NA,-1.60114695051912,148.601239974663,104.068362194759
2010-01-09,0.733172669279866,349.757730623571,14.3360048910467,0.879584112067615,-1.59558345351303,33.949047212176,29.6006903590461,NA,NA,-0.00386732518572395,0.00897516004550151,97.2987497848328,55.0135924532787,9,1.02538147099069,-0.292208801710825,353.45824208213,-3.70051145855922,17.7267405785018,-3.39073568745511,1.48022297403676,-0.600638861969145,21.0751375568045,8.52555280224164,33.8042905637391,0.144756648436868,0.112947250082847,NA,0.509531886659484,NA,-1.58670452730195,-0.00887892621107711,176.960021291139,-79.6612715063058,96.7452471192078,-41.731654665929,0.488329973048253,350.529989497394,4.29851729025064,-0.875921667914084,48.3308239610759,33.9688851911336,NA,NA,-1.59927124340565,133.276935400725,90.4188571816517
2010-01-10,0.706618458396051,349.045262034346,14.3636099943301,0.962288037565877,-1.5911790705242,33.9441502631595,24.841285388962,NA,NA,0.00885654570642914,0.0343339408367028,98.8831022893986,54.7788402268135,10,1.01742495246914,-0.310806494073092,352.897428421499,-3.85216638715212,17.4966483596899,-3.13303836535987,1.48595458323379,-0.523666545667908,21.4822433445054,3.3590420444566,33.8016195057864,0.142530757373095,0.114628637328603,NA,0.510010725609981,NA,-1.58670755222434,-0.00447151829986048,176.765337712731,-77.882235423332,96.6058738845945,-41.827033657781,0.493424463410977,350.121317493674,5.61127151625184,-0.903306011802398,46.8915627786873,33.9683085809931,NA,NA,-1.59922470806125,135.468629765432,92.4764550699435
2010-01-11,0.693468624135343,349.075545892483,14.4680843178819,1.08403786047589,-1.59343274434408,33.9368522376345,19.8063488392695,NA,NA,0.045389795698497,0.0231479394089999,114.887900303796,56.242560231294,11,1.00945388609989,-0.315985261964547,352.334322790792,-3.25877689830867,17.2576532712605,-2.78956895337863,1.49101118732924,-0.40697332685335,21.9047105209246,-2.09836168165516,33.7989890655109,0.137863172123595,0.116083351649723,NA,0.509572626481718,NA,-1.58668115802127,-0.0067515863228087,176.63865838954,-61.7507580857433,96.5457313980783,-40.3031711667843,0.501836928073827,350.718816154885,5.38468479344373,-0.772466871335008,42.2874842640884,33.9660807695439,NA,NA,-1.60257015487593,139.253838274753,92.443044318321
2010-01-12,0.673628486147741,348.067768748214,13.5414096902056,1.00700766210131,-1.59554021175091,33.9322846962212,28.02307695448,NA,NA,0.0141184143520962,-0.0268488747901038,111.383860644718,61.0838670943273,12,1.00148623576737,-0.327857749619631,351.770804281221,-3.70303553300749,17.0121213898059,-3.47071169960023,1.4957156566371,-0.488707994535789,22.3346899537196,5.6883870007604,33.7964077561106,0.135876940110542,0.117317195676566,NA,0.508277528567042,NA,-1.58662500007286,-0.00891521167805198,176.572854716517,-65.188994071799,96.5556185176268,-35.4717514232995,0.496896982079414,350.459556442039,4.40355094013821,-0.770175172436242,44.8722157026436,33.9615978613326,NA,NA,-1.60529976821864,137.292353776344,98.4206508362395
2010-01-13,0.639671735647248,346.161603974133,11.2002663496064,0.921062595086542,-1.59373916562913,33.9350750674764,34.9109524869726,NA,NA,-0.0156777001233638,-0.00715311021919836,107.437105024641,66.7730236473181,13,0.993539965356028,-0.35386822970878,351.208751984,-5.04714800986659,16.7624187919184,-5.56215244231196,1.50039086147133,-0.579328266384789,22.7643325105475,12.1466199764251,33.793884090784,0.141190976692428,0.118335972039493,NA,0.506185371158299,NA,-1.58653873375923,-0.00720043186990016,176.560798088614,-69.1236930639733,96.6263341012077,-29.8533104538896,0.478234404562829,349.308739188565,2.86828331398265,-0.845716302894761,50.8303399267619,33.9705109299762,NA,NA,-1.60458832440579,124.717267493168,104.872088028755
