"date","chla_mean","o2_mean","productivity_mean","temp_mean","zos_mean","salinity_mean","mixed_layer_mean","siconc_mean","sithick_mean","u_mean","v_mean","EKE_mean","EKE_mad","yday","chla_clim","chla_anom","o2_clim","o2_anom","productivity_clim","productivity_anom","temp_clim","temp_anom","mixed_layer_clim","mixed_layer_anom","salinity_clim","salinity_anom","siconc_clim","siconc_anom","sithick_clim","sithick_anom","zos_clim","zos_anom","EKE_clim","EKE_anom","EKE_mad_clim","EKE_mad_anom","chla_STL","o2_STL","productivity_STL","temp_STL","mixed_layer_STL","salinity_STL","siconc_STL","sithick_STL","zos_STL","EKE_STL","EKE_mad_STL"
2010-01-01,0.615691027470997,357.787100655692,12.5279854365758,1.22157050122817,-1.62196467121442,34.0741827964783,10.5695772488912,NA,NA,0.0621662034342686,0.053422651005288,270.519072997656,201.165516457317,1,1.06911107930096,-0.453420051829959,358.308123492837,-0.521022837144926,17.7453509790439,-5.21736554246813,1.27846948274526,-0.0568989815170895,20.4328869581864,-9.86330970929519,33.8584708344019,0.215711962076341,0.010954301458361,NA,-0.110769549621224,NA,-1.6134347875322,-0.00852988368222296,229.152957227045,41.3661157706109,205.750725971983,-4.58520951466573,0.312506587120955,353.008338606474,1.10230488925653,-0.367903262488669,35.7153166150019,34.0596384305314,NA,NA,-1.62251439512528,215.075615998246,133.082748098007
2010-01-02,0.572733676859311,357.912891932896,11.8869439874377,1.45941345095634,-1.62334563831488,34.0754926045736,10.5301574468613,NA,NA,0.0641041290635864,0.0477919858880341,237.383637464694,159.721687641115,2,1.06048720420539,-0.487753527346084,357.813021067271,0.0998708656251779,17.6655155624072,-5.77857157496952,1.3008435219768,0.158569928979543,20.4539407839249,-9.92378333706359,33.8574379293001,0.218054675273443,0.0111694870874861,NA,-0.112096755830891,NA,-1.61378920647765,-0.00955643183723787,226.884074082306,10.499563382388,203.804480273149,-44.0827926320339,0.250739036259554,353.462129299547,-0.554995702634136,-0.187037161242589,35.7793117912696,34.062756443095,NA,NA,-1.62291843966568,203.257952576029,134.384756228894
2010-01-03,0.564622404319899,357.133004324777,10.6015551771436,1.23223366638025,-1.61951047976812,34.0736233393351,10.7018241882324,NA,NA,0.0707113863589863,0.0135451317764819,224.221476072433,123.631433780852,3,1.05274567594107,-0.488123271621167,357.308063749437,-0.17505942466039,17.5694269957765,-6.96787181863283,1.32022866423591,-0.0879949978556673,20.553943400361,-9.85211921212854,33.8565297747702,0.217093564564912,0.0113622983402712,NA,-0.113376333525042,NA,-1.61414694384588,-0.00536353592223326,224.933543431274,-0.71206735884104,201.86213205016,-78.2306982693082,0.228436855168876,353.231925777258,-2.53215855563522,-0.465055215604867,38.2495465395628,34.0649224797907,NA,NA,-1.62156767365144,186.476491249081,73.3981816549809
2010-01-04,0.656001171895436,354.895416259766,6.3436575957707,0.862923083951076,-1.63229773739974,34.056672890981,19.525489060084,NA,NA,0.0824813583555321,-0.0137791073260208,249.954434902329,172.610665715388,4,1.04580649012334,-0.3898053182279,356.794708094176,-1.89929183440989,17.4584372093137,-11.114779613543,1.33692116967024,-0.473998085719163,20.7246369154306,-1.19914785534661,33.8557240358383,0.200948855142776,0.0115332259981797,NA,-0.114608249284264,NA,-1.61450263044874,-0.0177951069509972,223.282827682397,26.671607219932,199.931421763595,-27.3207560482073,0.316840759987583,351.849804816851,-4.02305236035423,-0.81127864508506,46.4509035068509,34.0570464848804,NA,NA,-1.63363233336922,213.775386224144,116.25825451301
2010-01-05,0.627429849335125,351.706246512277,9.22656522478376,0.710550268987815,-1.64112776418527,34.0507472356161,26.7507464488347,NA,NA,0.0129042427365979,-0.00245165377855301,213.55019560462,171.863592738732,5,1.03958964236757,-0.41215979303244,356.274410656326,-4.56816414404915,17.333898133181,-8.10733290839722,1.35121729842742,-0.640667029439603,20.9577634370698,5.79298301176496,33.8549983775304,0.195748858085686,0.0116827608426762,NA,-0.11579246968914,NA,-1.61485089709804,-0.0262768670872342,221.91338924412,-8.36319363949943,198.02008987403,-26.156497135298,0.30593630892383,349.866112637136,-1.58125849082331,-0.932714947870846,51.8394705662294,34.0540370128044,NA,NA,-1.64092048646437,217.48856243441,154.924602007144
2010-01-06,0.576020332319396,349.783275059291,9.49885034561157,0.644337313373884,-1.64028341074785,34.054879728953,30.9432268063227,NA,NA,0.001103752416869,0.0314798426193496,215.150477148501,188.526493942451,6,1.03401512828912,-0.457994795969724,355.748627990729,-5.96535293143768,17.1971616975401,-7.69831135192857,1.36341331065509,-0.719075997281207,21.2450650732143,9.69816173310844,33.8543304648726,0.200549264080401,0.011811393655225,NA,-0.116928961320259,NA,-1.61518637460559,-0.0250970361422513,220.806690524891,-5.65621337639001,196.135876842041,-7.60938289959043,0.280345418141559,349.441665975696,-0.799317271993177,-0.98256005377334,54.3614775093396,34.063846998918,NA,NA,-1.63787229937622,225.804753981114,194.703194235104
2010-01-07,0.533673194902284,349.248467581613,9.00245298658099,0.721890945732593,-1.63748587767283,34.0629795392354,26.3705367326736,NA,NA,0.0101321445157131,0.0711691638454795,232.93370807187,218.598925683033,7,1.02900294350336,-0.495329748601081,355.218816652224,-5.97034907061146,17.0495798325532,-8.04712684597223,1.3738054665009,-0.651914520768305,21.5782839318001,4.79225280087354,33.8536979628912,0.209281576344239,0.0119196152172901,NA,-0.118017690758205,NA,-1.61550369378324,-0.0219821838895891,219.944193933157,12.9895141387128,194.286523128207,24.3124025548257,0.274829808527673,350.401834674553,-1.35763768225181,-0.87584811474561,45.3528521990461,34.0696442456139,NA,NA,-1.63226846758885,257.851898814209,251.799920557203
2010-01-08,0.497067606874875,348.825657435826,8.66158298083714,0.80072635859251,-1.63440097173055,34.0651158332825,23.6238706032435,NA,NA,-0.00102745707457264,0.0361898655692736,221.398153838464,178.975048931086,8,1.02447308362566,-0.527405476750788,354.686433195651,-5.86077575982551,16.8925044683822,-8.23092148754505,1.38269002611248,-0.581963667519971,21.9491621207631,1.67470848248042,33.8530785366121,0.212037296670346,0.0120079163103364,NA,-0.119058624583563,NA,-1.6157974854428,-0.0186034862877495,219.307361877365,2.09079196109869,192.479769193105,-13.5047202620183,0.266192702602532,350.942082432621,-1.90707184767818,-0.820266007162529,41.2791426027894,34.0692544484386,NA,NA,-1.62943565431793,263.279646180557,228.004104063923
2010-01-09,0.471707935844149,347.888665335519,8.43820149557931,0.79798579638203,-1.62866857548555,34.0622421264648,26.6121415376663,NA,NA,-0.0163731801323593,0.0198217720103761,205.826035256627,181.684314841589,9,1.02034554427138,-0.548637608427229,354.152934175851,-6.26426884033197,16.727287535189,-8.28908603960972,1.39036324963748,-0.592377453255451,22.3494417480392,4.26269978962713,33.8524498510615,0.209792275403323,0.0120767877158271,NA,-0.120051729376921,NA,-1.61606238039609,-0.0126061950894529,218.877656765962,-13.0516215093351,190.723355497311,-9.03904065572169,0.264658544435559,350.341434580736,-0.239992737004405,-0.889365961521299,45.963155812328,34.0653115877345,NA,NA,-1.62609782267084,231.178912576176,185.459743254616
2010-01-10,0.449309866343226,347.043025425502,8.32693174907139,0.884682781000932,-1.62468337217967,34.0624328613281,22.2174759705861,NA,NA,-0.0116173787973821,0.0453047275232772,198.313482385558,163.171071696033,10,1.01654032105587,-0.567230454712648,353.619776147663,-6.57675072216063,16.5552809631357,-8.22834921406431,1.39712139722354,-0.512438616222604,22.7708649215643,-0.553388950978153,33.8517895712655,0.210643290062642,0.0121267202152275,NA,-0.120996971718863,NA,-1.61629300945495,-0.00839036272471971,218.636541007395,-20.3230586218373,189.025022501403,-25.8539508053692,0.294832623584513,349.916638667527,1.29977962525972,-0.927755576262908,45.8494048431818,34.0662552179884,NA,NA,-1.62497586223862,222.766309871428,166.405807173829
