"","date","chla_additive","chla_multiplicative","chla_stl","chla_none","npp_additive","npp_multiplicative","npp_stl","npp_none","sst_additive","sst_multiplicative","sst_stl","sst_none","sss_additive","sss_multiplicative","sss_stl","sss_none","mlayer_additive","mlayer_multiplicative","mlayer_stl","mlayer_none","julian","avg_val","chla_anomaly","npp_anomaly","sst_anomaly","sss_anomaly","mlayer_anomaly"
"1",2011-02-04,NA,NA,0.991285184868112,1.17585871285862,NA,NA,9.54521361368462,20.0491016705831,NA,NA,-0.577335828644247,1.32525150598206,NA,NA,34.145509212656,34.0345735016817,NA,NA,35.2931363854699,25.5161288362112,35,18.1269787315054,-0.144114642281725,-0.656363923140248,-0.216456502154343,0.419757050353212,7.38915010470579
"2",2011-02-05,NA,NA,0.991719864152343,1.18394973211818,NA,NA,9.54909156143133,19.8164336416456,NA,NA,-0.576811232526055,1.28540835950686,NA,NA,34.1431685940037,34.0204515397919,NA,NA,35.2631383650656,27.8050173291509,36,19.1090509397441,-0.137952294915614,-2.15052656212238,-0.285327348999052,0.405332592232362,8.69596638940675
"3",2011-02-06,NA,NA,0.992154543436573,1.18076832758056,NA,NA,9.55296950917805,14.4507611062792,NA,NA,-0.576286636407862,1.24590186746965,NA,NA,34.1408279753515,34.0077132941773,NA,NA,35.2331403446612,28.4134918236584,37,21.7150147188726,-0.14003672864702,-5.74197898729883,-0.305838268079844,0.386040059137585,6.69847710478583
"4",2011-02-07,NA,NA,0.992589222720804,1.19286020927959,NA,NA,9.55684745692476,22.1658132341173,NA,NA,-0.575762040289669,1.28005378253712,NA,NA,34.1384873566992,33.9862461682432,NA,NA,35.2031423242569,21.1402294147089,38,22.9884000182623,-0.125141274748427,0.718472711967699,-0.245800178092055,0.365207081928823,-1.84817060355343
"5",2011-02-08,NA,NA,0.993023902005035,1.21785332096948,NA,NA,9.56072540467147,19.003320535024,NA,NA,-0.575237444171476,1.29730944307695,NA,NA,34.136146738047,33.9599643020156,NA,NA,35.1731443038525,13.7807188507933,39,21.3293544988993,-0.104901357883155,-2.48416385987792,-0.24455530911196,0.344321554088104,-7.54863564810599
"6",2011-02-09,NA,NA,0.993458581289265,1.23343550165494,NA,NA,9.56460335241819,17.5249628490872,NA,NA,-0.574712848053284,1.24498289416295,NA,NA,34.1338061193947,33.9413309038056,NA,NA,35.1431462834482,19.5991393912653,40,21.3734693381828,-0.0937389604973071,-1.82943850334244,-0.308730414148813,0.336121445520661,-1.7743299469175
"7",2011-02-10,NA,NA,0.993893260573496,1.24381394849883,NA,NA,9.5684813001649,18.4021152390374,NA,NA,-0.574188251935091,1.26256156263885,NA,NA,34.1314655007425,33.9343362180343,NA,NA,35.1131482630439,22.2121684092172,41,21.664782408871,-0.0866268788925326,-2.16135536781465,-0.309629111947783,0.332463816422518,0.547386000346222
"8",2011-02-11,NA,NA,0.994327939857727,1.2245866159598,NA,NA,9.57235924791161,18.1174534161886,NA,NA,-0.573663655816898,1.26276173428719,NA,NA,34.1291248820903,33.9380231347884,NA,NA,35.0831502426395,27.527317686851,42,22.8693244143572,-0.101217987711983,-2.05864425138994,-0.324895879017102,0.341373038655419,4.6579932724938
"9",2011-02-12,NA,NA,0.994762619141957,1.22709424628152,NA,NA,9.57623719565832,22.1473174095154,NA,NA,-0.573139059698705,1.34503205000244,NA,NA,34.126784263438,33.924157207797,NA,NA,35.0531522222352,22.5277790993637,43,21.6453097988023,-0.0970891587661973,3.67606233346342,-0.251697364914794,0.34444819945255,0.882469300561414
"10",2011-02-13,NA,NA,0.995197298426188,1.22229641344812,NA,NA,9.58011514340504,14.9102826118469,NA,NA,-0.572614463580513,1.37266476406074,NA,NA,34.1244436447858,33.9083196035823,NA,NA,35.0231542018308,19.9640346550793,44,20.6154178019502,-0.0948748672851409,-5.19838676789794,-0.18539771935332,0.338116870365326,-0.65138314687081
"11",2011-02-14,NA,NA,0.995631977710419,1.14770718415578,NA,NA,9.58399309115175,12.5556635856628,NA,NA,-0.57208986746232,1.32890917795785,NA,NA,34.1221030261335,33.915248207424,NA,NA,34.9931561814265,24.2517906390362,45,22.2778236684255,-0.154701871251819,-5.66950459672947,-0.211670178644473,0.35108539574837,1.97396697061066
"12",2011-02-15,NA,NA,0.996066656994649,1.14416329065959,NA,NA,9.58787103889846,16.9529416826036,NA,NA,-0.571565271344127,1.31529754141103,NA,NA,34.1197624074813,33.9373123927146,NA,NA,34.9631581610221,29.2361647682901,46,24.5572341836017,-0.149516899477352,0.0109328236242732,-0.239871971355462,0.362201063865868,4.67893058468836
"13",2011-02-16,NA,NA,0.99650133627888,1.18461395303408,NA,NA,9.59174898664517,18.433401743571,NA,NA,-0.571040675225935,1.35336189684661,NA,NA,34.1174217888291,33.9409328484387,NA,NA,34.9331601406178,29.813362642845,47,24.9790824042546,-0.105991490712069,1.41991890560497,-0.214358012082044,0.36665126470978,4.83428023859043
